Model Year,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Lockup Torque Converter,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,City CO2 Rounded Adjusted - Fuel2,Hwy CO2 Rounded Adjusted - Fuel2,Comb CO2 Rounded Adjusted - Fuel2,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System) Code,Stop/Start System (Engine Management System)  Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code (PHEV only),Charge Depleting Calc Appr Desc (PHEV only),Charge Sustaining Calc Appr Code (PHEV only),Charge Sustaining Calc Appr Desc (PHEV only),EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N),,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),GHG 1-10 rating on Ethanol (EPA Determined),#1 Smog Rating Test Group,#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1),#1 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 1),SmartWay1 (EPA-derived SmartWay rating for Test Group 1),#2 Smog Rating Test Group,#2 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 2),#2 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 2),SmartWay2 (EPA-derived SmartWay rating for Test Group 2),#3 Smog Rating Test Group,#3 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 3),#3 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 3),SmartWay3 (EPA-derived SmartWay rating for Test Group 3),#4 Smog Rating Test Group,#4 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 4),#4 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 4),SmartWay4 (EPA-derived SmartWay rating for Test Group 4),$ You Save over 5 years (amount saved in fuel costs over 5 years - on label) ,$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted (as shown on FE Label),CO2-PHEV Composite Rounded Adjusted Combined CO2,240V Charge Time at 240 volts (hours),120V Charge time at 120 Volts (hours),PHEV Total Driving Range (rounded to nearest 10 miles)DISTANCE,City PHEV Composite MPGe,Hwy PHEV Composite MPGe,Comb PHEV Composite MPGe,,,
2024,BMW,BMW,M440i xDrive Convertible,BMX,415,3.0,6,Auto(S8),22,30,25,28.0528,43.4014,33.3619,22.0045,30.2872,25.0925,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,84,9,,,,,2600,2600,,,,,,,,,,,,,,,,,,,,SIDI; Mild Hybrid; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,3/17/2023,32866,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,Battery(s),,1,Lithium Ion,,44,10,40,On-Board,,,Electrical Regen Brake,,Both,N,,,,"BSG (Belt-Driven Starter Generator) Engine with 48V Technology; 2.2 kW (30 seconds), 8 kW (10 seconds); Motor/Generator Type: externally excited synchronuous machine (EESM)",1,Other,EESM,2,,,GDI,Spark Ignition Direct Injection,N,N,N,0W20,Y,Yes,,,,,,,,33.6,,,5,5,,RBMXJ03.0G2X,5,,,,,,,,,,,,,,,,3250,400,291,351,,,,,,,,,,
2024,BMW,BMW,M440i xDrive Coupe,BMX,412,3.0,6,Auto(S8),22,31,25,27.9797,44.8145,33.6718,21.9524,31.1752,25.3236,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,86,12,,,,,2600,2600,,,,,,,,,,,,,,,,,,,,SIDI; Mild Hybrid; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,3/17/2023,32865,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift only at inlet valves,Battery(s),,1,Lithium Ion,,44,10,40,On-Board,,,Electrical Regen Brake,,Both,N,,,,"BSG (Belt-Driven Starter Generator) Engine with 48V Technology; 2.2 kW (30 seconds), 8 kW (10 seconds); Motor/Generator Type: externally excited synchronuous machine (EESM)",1,Other,EESM,2,,,GDI,Spark Ignition Direct Injection,N,N,N,0W20,Y,Yes,,,,,,,,33.9,,,5,5,,RBMXJ03.0G2X,5,,,,,,,,,,,,,,,,3250,400,282,347,,,,,,,,,,
2024,BMW,BMW,M4CompetitionMxDriveConvertible,BMX,493,3.0,6,Auto(S8),16,23,18,19.3569,31.7126,23.4722,15.6194,22.7217,18.176,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,84,9,,,,,3600,3600,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,3/10/2023,32836,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,Y,Yes,,,,,,,,23.6,,,4,4,,RBMXV03.0SM3,5,,,,,,,,,,,,,,,,8250,562,388,484,,,,,,,,,,
2024,BMW,BMW,M8 Competition Convertible,BMX,862,4.4,8,Auto(S8),15,22,17,18.0898,29.9136,22.0036,14.6582,21.5213,17.1142,G,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,81,12,,,,,3800,3800,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,3/10/2023,32839,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,Y,Yes,,,,,,,,22.2,,,3,3,,RBMXV04.4SM5,3,,,,,,,,,,,,,,,,9250,603,411,517,,,,,,,,,,
2024,BMW,BMW,M8 Competition Coupe,BMX,860,4.4,8,Auto(S8),15,22,17,18.0898,29.9136,22.0036,14.6582,21.5213,17.1142,G,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,81,15,,,,,3800,3800,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,3/10/2023,32837,,N,N,,,N,N,,N,,Y,variable valve timing at inlet and outlet valves,Y,variable valve lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,Y,Yes,,,,,,,,22.2,,,3,3,,RBMXV04.4SM5,3,,,,,,,,,,,,,,,,9250,603,411,517,,,,,,,,,,
2024,BMW,BMW,M850i xDrive Convertible,BMX,852,4.4,8,Auto(S8),17,24,19,20.7891,33.2243,24.9997,16.6961,23.7229,19.2638,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81,12,,,,,3400,3400,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,3/10/2023,32854,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet and outlet valves,Y,Variable Valve Lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,Y,Yes,,,,,,,,25.2,,,4,4,,RBMXV04.4N63,3,,,,,,,,,,,,,,,,7250,527,372,457,,,,,,,,,,
2024,BMW,BMW,M850i xDrive Coupe,BMX,850,4.4,8,Auto(S8),17,24,19,20.8458,33.2151,25.0424,16.7385,23.7168,19.293,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,A,All Wheel Drive,10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81,15,,,,,3400,3400,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,3/10/2023,32852,,N,N,,,N,N,,N,,Y,Variable Valve Timing at inlet and outlet valves,Y,Variable Valve Lift at inlet valves,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W30,Y,Yes,,,,,,,,25.2,,,4,4,,RBMXV04.4N63,3,,,,,,,,,,,,,,,,7250,526,372,457,,,,,,,,,,
2024,General Motors,Chevrolet,CAMARO,GMX,235,3.6,6,Auto(S10),18,29,22,22.9758,40.9452,28.6299,18.3206,28.7303,21.8896,,NA,Naturally Aspirated,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,77,8,,,,,2450,2450,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,8/7/2023,33659,,N,N,,,N,N,,Y,Active Fuel Management,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,28.8,,,5,5,,RGMXV03.6165,6,,,,,,,,,,,,,,,,2500,486,310,407,,,,,,,,,,
2024,General Motors,Chevrolet,CAMARO,GMX,162,3.6,6,Manual(M6),16,26,20,20.4495,36.7627,25.5518,16.4417,26.0394,19.711,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,77,8,,,,,2700,2700,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,8/7/2023,33653,,N,N,,,N,N,,N,,Y,CAM PHASER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W30,N,No,,,,,,,,25.7,,,4,4,,RGMXV03.6165,6,,,,,,,,,,,,,,,,3750,540,342,451,,,,,,,,,,
2024,General Motors,Chevrolet,CAMARO,GMX,166,6.2,8,Auto(S10),13,21,16,15.3064,27.0128,19.0145,12.8452,20.9761,15.5592,G,SC,Supercharged,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77,8,,,,,4050,4050,,,,,,,,,,,,,,,,,,,,SIDI; ,1,1,3,Subcompact Cars,car,Vehicle Specific 5-cycle label,8/7/2023,33661,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40,N,No,,,,,,,,19.2,,,3,3,,RGMXV06.2089,1,,,,,,,,,,,,,,,,10500,692,424,571,,,,,,,,,,
2024,General Motors,Chevrolet,CAMARO,GMX,231,6.2,8,Auto(S10),16,26,20,19.7982,36.8971,25.0148,16.1255,26.4333,19.5574,,NA,Naturally Aspirated,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77,8,,,,,3200,3200,,,,,,,,,,,,,,,,,,,,SIDI; ,1,1,3,Subcompact Cars,car,Vehicle Specific 5-cycle label,8/7/2023,33660,,N,N,,,N,N,,Y,Active Fuel Management,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40,N,No,,,,,,,,25.2,,,4,4,,RGMXV06.2090,1,,,,,,,,,,,,,,,,6250,548,336,452,,,,,,,,,,
2024,General Motors,Chevrolet,CAMARO,GMX,232,6.2,8,Manual(M6),16,24,19,19.6,33.4,24.0765,15.8028,23.8388,18.6287,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77,8,,,,,3400,3400,,,,,,,,,,,,,,,,,,,,SIDI; ,1,1,3,Subcompact Cars,car,Derived 5-cycle label,8/7/2023,33652,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40,N,No,,,,,,,,24.3,,,4,4,,RGMXV06.2090,1,,,,,,,,,,,,,,,,7250,563,373,477,,,,,,,,,,
2024,General Motors,Chevrolet,CAMARO,GMX,169,6.2,8,Manual(M6),14,20,16,16.8061,27.0362,20.255,13.6762,19.5805,15.8233,G,SC,Supercharged,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,77,8,,,,,4050,4050,,,,,,,,,,,,,,,,,,,,SIDI; ,1,1,3,Subcompact Cars,car,Derived 5-cycle label,8/7/2023,33651,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,0W40,N,No,,,,,,,,20.4,,,3,3,,RGMXV06.2089,1,,,,,,,,,,,,,,,,10500,649,454,561,,,,,,,,,,
2024,Ferrari,"Ferrari North America, Inc.",Roma,FEX,169,3.9,8,Auto(AM8),17,22,19,20.6242,30.9245,24.2605,16.5726,22.197,18.7055,,TC,Turbocharged,AM,Automated Manual,,8,N,N,R,"2-Wheel Drive, Rear",10,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,80,7,,,,,3400,3400,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,9/1/2023,33877,,Y,N,,,N,N,,N,Not applicable.,Y,Variable camshaft timing for exhaust and inlet.,N,Not applicable.,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,N,,N,5W40,Y,Yes,Ferrari Roma,,,,,,,24.4,,,4,4,,RFEXV03.9T50,6,,,,,,,,,,,,,,,,7250,532,398,472,,,,,,,,,,
2024,Ford Motor Company,Ford,MUSTANG,FMX,9,2.3,4,Auto(A10),22,33,26,28,47.9,34.4383,21.9668,33.095,25.8833,,TC,Turbocharged,A,Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",85,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81,12,,,,,2100,2100,,,,,,,,,,,,,,,,,,,,SIDI & PFI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,5/29/2023,32991,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDPI,Spark Ignition direct & ported injection,,,N,SAE 5W-30 / ILSAC GF-6,Y,Yes,,,,,,,,34.6,,,5,5,,RFMXV02.3VJY,7,,,,,,,,,,,,,,,,750,402,266,341,,,,,,,,,,
2024,Ford Motor Company,Ford,MUSTANG,FMX,3,5.0,8,Auto(S10),16,24,19,19.7494,35.9816,24.7799,15.9155,24,19.1633,,NA,Naturally Aspirated,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",85,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81,12,,,,,2850,2850,,,,,,,,,,,,,,,,,,,,with Stop-Start;,2,2,3,Subcompact Cars,car,Derived 5-cycle label,1/25/2024,34241,,N,N,,,N,N,Mustang GT w/o Active Exhaust,N,,Y,TiVCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,SAE 5W-30 / ILSAC GF-6,Y,Yes,Stop/Start,,,,,,,25,,,4,4,,RFMXV05.0VKN,5,,,,,,,,,,,,,,,,4500,557,371,467,,,,,,,,,,
2024,Ford Motor Company,Ford,MUSTANG,FMX,113,5.0,8,Auto(S10),15,24,18,18.5653,35.6828,23.6763,15.0199,24,18.3894,,NA,Naturally Aspirated,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",85,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81,12,,,,,3000,3000,,,,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,5/29/2023,32998,,N,N,,,N,N,Mustang GT w/o Active Exhaust,N,,Y,TiVCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,SAE 5W-30 / ILSAC GF-6,N,No,,,,,,,,23.8,,,4,4,,RFMXV05.0VKN,5,,,,,,,,,,,,,,,,5250,589,369,492,,,,,,,,,,
2024,Ford Motor Company,Ford,MUSTANG,FMX,1,5.0,8,Manual(M6),15,23,18,18.8219,33.0428,23.3427,15.2145,23,18.111,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",85,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81,12,,,,,3000,3000,,,,,,,,,,,,,,,,,,,,with Stop-Start;,2,2,3,Subcompact Cars,car,Derived 5-cycle label,1/25/2024,34437,,N,N,,,N,N,Mustang GT w/o Active Exhaust,N,,Y,TiVCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,SAE 5W-30 / ILSAC GF-6,Y,Yes,with stop start,,,,,,,23.5,,,4,4,,RFMXV05.0VKN,5,,,,,,,,,,,,,,,,5250,585,386,494,,,,,,,,,,
2024,Ford Motor Company,Ford,MUSTANG,FMX,112,5.0,8,Manual(M6),14,23,17,17.4656,32.2044,21.9955,14.1818,23.0482,17.1508,G,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",85,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81,12,,,,,3200,3200,,,,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,5/15/2023,33090,,N,N,,,N,N,Mustang GT w/o Active Exhaust,N,,Y,TiVCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,SAE 5W-30 / ILSAC GF-6,N,No,,,,,,,,22.2,,,3,3,,RFMXV05.0VKN,5,,,,,,,,,,,,,,,,6250,622,384,515,,,,,,,,,,
2024,Ford Motor Company,Ford,MUSTANG DARK HORSE,FMX,132,5.0,8,Auto(S10),14,22,17,17.6,30.0979,21.6445,14.2845,21.6447,16.8653,G,NA,Naturally Aspirated,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",85,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81,12,,,,,3200,3200,,,,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,6/23/2023,33227,,N,N,,,N,N,Mustang GT w/Acive Exhaust,N,,Y,TiVCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,SAE 5W-30 / ILSAC GF-6,N,No,,,,,,,,21.8,,,3,3,,RFMXV05.0VKN,5,,,,,,,,,,,,,,,,6250,619,409,524,,,,,,,,,,
2024,Ford Motor Company,Ford,MUSTANG DARK HORSE,FMX,133,5.0,8,Manual(M6),14,22,17,16.8994,30.4997,21.1417,13.7479,21.9135,16.5176,G,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",85,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81,12,,,,,3200,3200,,,,,,,,,,,,,,,,,,,,,2,2,3,Subcompact Cars,car,Derived 5-cycle label,6/5/2023,33024,,N,N,,,N,N,Mustang GT w/Acive Exhaust,N,,Y,TiVCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,SAE 5W-30 / ILSAC GF-6,N,No,,,,,,,,21.3,,,3,3,,RFMXV05.0VKN,5,,,,,,,,,,,,,,,,6250,642,404,535,,,,,,,,,,
2024,Ford Motor Company,Ford,MUSTANG PERFORMANCE PACK,FMX,8,2.3,4,Auto(S10),21,29,24,26.9113,40.9094,31.8092,21.1868,28.7075,24.0183,,TC,Turbocharged,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",85,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,81,12,,,,,2250,2250,,,,,,,,,,,,,,,,,,,,SIDI & PFI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,5/29/2023,32990,,N,N,,,N,N,,N,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDPI,Spark Ignition direct & ported injection,,,N,SAE 5W-30 / ILSAC GF-6,Y,Yes,,,,,,,,31.9,,,5,5,,RFMXV02.3VJY,7,,,,,,,,,,,,,,,,1500,417,308,368,,,,,,,,,,
2024,Toyota,LEXUS,LC 500,TYX,28,5.0,8,Auto(S10),16,24,18,19.2,33.9,23.8549,15.5008,24.1681,18.4837,,NA,Naturally Aspirated,SA,Semi-Automatic,,10,Y,N,R,"2-Wheel Drive, Rear",15,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,86,5,,,,,3600,3600,,,,,,,,,,,,,,,,,,,,SIDI & PFI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,5/31/2023,33203,,Y,N,,,N,N,APPLIED TO LC 500 AND LC 500 CONVERTIBLE.,N,,Y,Intake and exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDPI,Spark Ignition direct & ported injection,,,N,5W-30,N,No,,,,,,,,24.1,,,4,4,,RTYXV05.0M5A,5,,,,,,,,,,,,,,,,8250,573,368,481,,,,,,,,,,
2024,Toyota,LEXUS,LC 500h,TYX,3,3.5,6,Auto(AV-S10),26,33,29,35.7,45.5,39.5315,26.2454,33.3344,29.0228,,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),,10,N,N,R,"2-Wheel Drive, Rear",15,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,86,5,,,,,2200,2200,,,,,,,,,,,,,,,,,,,,SIDI & PFI; Hybrid; ,2,2,3,Subcompact Cars,car,Vehicle Specific 5-cycle label,5/31/2023,33204,,N,N,,,N,N,,N,,Y,Intake and exhaust,N,,Battery(s),,1,Lithium Ion,,311,4.3,76.5,On-Board,,,Electrical Regen Brake,,Rear Wheels,N,,,,"Regenerative Braking Source ""Both"" is for LS 500h AWD.",1,Other,AC SYNCHRONOUS,132,,,GDPI,Spark Ignition direct & ported injection,N,N,N,0W-20,Y,Yes,HYBRID,,,,,,,40,,,6,6,,RTYXV03.5P35,7,,,,,,,,,,,,,,,,1250,336,264,304,,,,,,,,,,
2024,Toyota,LEXUS,RC 300,TYX,74,2.0,4,Auto(S8),21,31,25,27.0612,44.6692,32.8965,21.2945,31.0842,24.8108,,TC,Turbocharged,SA,Semi-Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",15,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,84,10,,,,,2600,2600,,,,,,,,,,,,,,,,,,,,SIDI & PFI; ,2,2,3,Subcompact Cars,car,Derived 5-cycle label,10/18/2023,34092,,N,N,,,N,N,,N,,Y,Intake and exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDPI,Spark Ignition direct & ported injection,,,N,0W-20,N,No,,,,,,,,33.3,,,5,5,,RTYXV02.0M5A,5,,,,,,,,,,,,,,,,3250,414,284,355,,,,,,,,,,
